Timestamp,Node_ID,CPU_Utilization_%,Memory_Utilization_%,CPU1_Temp_C,CPU2_Temp_C,Inlet_Temp_C,Exhaust_Temp_C,System_Power_W,Avg_Fan_Speed_RPM,Air_Flow_CFM,Voltage_V,Clock_Speed_GHz
2024-01-15 04:05:00,NODE_01,20.09,38.46,38.75,38.87,21.17,46.65,241.1,2657.0,22.27,12.027,2.682
2024-01-15 04:10:00,NODE_01,19.75,38.55,38.99,39.07,21.47,46.65,239.9,2660.0,20.7,11.894,2.625
2024-01-15 04:15:00,NODE_01,16.64,38.98,38.93,38.83,21.26,47.7,230.0,2671.0,23.12,12.002,2.582
2024-01-15 04:20:00,NODE_01,18.12,39.97,38.83,39.12,21.17,49.05,232.7,2706.0,19.67,11.896,2.623
2024-01-15 04:25:00,NODE_01,18.82,40.08,38.75,39.07,21.27,48.29,230.9,2721.0,21.29,12.032,2.618
2024-01-15 04:30:00,NODE_01,19.11,40.08,38.92,39.49,21.26,51.4,238.0,2685.0,21.23,12.004,2.65
2024-01-15 04:35:00,NODE_01,20.94,39.96,39.62,40.1,21.51,48.12,237.4,2698.0,20.7,12.005,2.728
2024-01-15 04:40:00,NODE_01,20.18,39.74,39.78,40.03,21.53,50.8,243.8,2676.0,22.1,12.084,2.63
2024-01-15 04:45:00,NODE_01,16.21,39.4,39.37,40.25,21.32,49.04,226.9,2672.0,21.37,12.066,2.625
2024-01-15 04:50:00,NODE_01,17.48,39.08,39.28,40.57,21.55,48.2,234.4,2700.0,21.31,11.964,2.597
2024-01-15 04:55:00,NODE_01,18.33,38.07,39.72,40.18,21.61,50.25,234.8,2654.0,21.41,11.891,2.688
2024-01-15 05:00:00,NODE_01,20.52,38.6,39.8,40.61,21.26,52.13,244.5,2681.0,21.65,12.039,2.643
2024-01-15 05:05:00,NODE_01,20.02,38.75,40.01,40.58,21.49,52.35,240.0,2715.0,20.76,11.943,2.64
2024-01-15 05:10:00,NODE_01,18.38,39.39,39.62,40.3,21.03,47.74,228.4,2747.0,21.0,11.968,2.603
2024-01-15 05:15:00,NODE_01,16.88,39.62,39.59,39.5,21.57,46.54,226.3,2705.0,21.3,12.032,2.616
2024-01-15 05:20:00,NODE_01,20.31,38.69,39.92,39.92,21.21,50.64,232.5,2746.0,19.42,11.935,2.697
2024-01-15 05:25:00,NODE_01,22.7,39.79,39.97,40.31,21.24,52.09,245.8,2743.0,20.62,11.945,2.702
2024-01-15 05:30:00,NODE_01,22.79,39.26,40.04,40.93,21.51,52.47,254.7,2769.0,21.0,11.958,2.667
2024-01-15 05:35:00,NODE_01,24.3,39.95,40.27,40.83,21.26,48.0,248.9,2821.0,20.36,12.041,2.69
2024-01-15 05:40:00,NODE_01,25.17,40.02,40.21,41.44,21.41,52.24,261.0,2807.0,22.3,11.977,2.718
2024-01-15 05:45:00,NODE_01,27.25,39.63,40.64,41.97,21.46,50.96,263.9,2802.0,22.02,12.051,2.734
2024-01-15 05:50:00,NODE_01,27.36,40.44,40.88,42.54,21.17,52.55,257.3,2788.0,21.52,12.047,2.689
2024-01-15 05:55:00,NODE_01,26.19,40.06,41.18,42.12,21.17,52.92,261.2,2792.0,22.04,11.927,2.714
2024-01-15 06:00:00,NODE_01,28.42,39.87,41.5,42.22,21.36,49.92,268.7,2756.0,21.76,12.03,2.772
2024-01-15 06:05:00,NODE_01,28.3,41.25,41.35,42.6,21.43,53.55,266.4,2791.0,23.72,11.967,2.728
2024-01-15 06:10:00,NODE_01,24.62,41.52,41.22,42.66,21.58,51.9,256.4,2850.0,22.53,11.967,2.684
2024-01-15 06:15:00,NODE_01,26.41,40.35,41.39,43.11,21.37,50.78,256.5,2839.0,22.63,12.088,2.73
2024-01-15 06:20:00,NODE_01,26.73,40.13,41.9,43.27,21.4,54.45,263.4,2888.0,22.53,11.884,2.755
2024-01-15 06:25:00,NODE_01,25.19,40.46,42.36,42.58,21.37,53.21,254.5,2906.0,22.89,11.916,2.693
2024-01-15 06:30:00,NODE_01,24.37,41.2,41.89,43.44,20.89,51.1,251.6,2941.0,23.1,12.03,2.694
2024-01-15 06:35:00,NODE_01,22.57,41.29,41.96,43.12,21.35,52.02,252.3,2968.0,25.09,11.937,2.695
2024-01-15 06:40:00,NODE_01,24.8,40.38,42.22,42.97,21.51,49.64,254.5,2939.0,24.71,12.008,2.705
2024-01-15 06:45:00,NODE_01,28.17,40.79,42.28,42.96,21.28,51.34,269.3,2948.0,23.81,12.006,2.733
2024-01-15 06:50:00,NODE_01,27.66,41.76,42.74,43.46,21.52,54.35,252.5,2924.0,23.69,12.078,2.733
2024-01-15 06:55:00,NODE_01,25.6,41.52,42.51,43.35,21.41,54.55,260.9,2965.0,23.9,12.013,2.721
2024-01-15 07:00:00,NODE_01,23.82,40.48,42.49,43.5,21.31,51.47,252.1,3012.0,22.65,12.011,2.66
2024-01-15 07:05:00,NODE_01,26.57,41.1,42.85,43.12,21.22,55.97,261.1,2994.0,25.88,12.018,2.76
2024-01-15 07:10:00,NODE_01,28.12,41.55,43.01,42.56,21.65,52.44,259.0,3029.0,23.82,12.155,2.722
2024-01-15 07:15:00,NODE_01,27.86,41.14,43.73,42.91,21.51,52.04,268.3,3071.0,24.14,12.012,2.785
2024-01-15 07:20:00,NODE_01,28.18,41.68,43.01,42.89,21.26,56.24,264.8,3092.0,25.79,11.945,2.779
2024-01-15 07:25:00,NODE_01,26.73,41.05,43.31,42.89,21.6,54.09,266.9,3111.0,24.36,12.028,2.724
2024-01-15 07:30:00,NODE_01,27.03,40.19,43.46,43.27,21.33,53.03,264.9,3088.0,25.08,12.007,2.693
2024-01-15 07:35:00,NODE_01,26.56,40.07,42.9,43.04,21.33,55.41,263.3,3094.0,26.16,11.953,2.684
2024-01-15 07:40:00,NODE_01,24.92,40.14,43.24,42.99,21.48,54.26,252.0,3085.0,23.63,12.002,2.725
2024-01-15 07:45:00,NODE_01,27.14,41.01,43.12,43.14,21.33,51.64,266.8,3078.0,24.82,12.003,2.71
2024-01-15 07:50:00,NODE_01,26.63,41.44,42.96,43.52,21.38,55.7,257.4,3057.0,22.54,12.037,2.725
2024-01-15 07:55:00,NODE_01,25.76,41.43,42.67,43.53,21.31,52.15,260.3,3033.0,24.33,12.077,2.667
2024-01-15 08:00:00,NODE_01,27.58,41.18,43.07,44.03,21.65,53.39,259.5,3064.0,26.38,11.949,2.741
2024-01-15 08:05:00,NODE_01,24.61,42.14,42.84,43.71,21.37,51.15,258.7,3035.0,25.44,11.983,2.689
2024-01-15 08:10:00,NODE_01,29.37,41.94,42.58,44.5,21.75,50.26,269.7,3091.0,23.68,12.012,2.741
2024-01-15 08:15:00,NODE_01,38.25,43.18,42.97,45.17,21.36,52.05,303.1,3069.0,25.06,11.951,2.873
2024-01-15 08:20:00,NODE_01,44.56,44.08,44.71,45.81,21.56,56.7,319.6,3073.0,24.98,11.978,2.863
2024-01-15 08:25:00,NODE_01,50.95,45.29,45.99,47.26,21.35,57.06,347.4,3033.0,22.48,11.975,2.896
2024-01-15 08:30:00,NODE_01,57.68,45.92,47.58,49.27,21.27,57.56,359.8,3055.0,24.44,12.094,2.956
2024-01-15 08:35:00,NODE_01,60.85,47.49,49.61,51.0,21.27,60.46,366.9,3125.0,25.27,11.941,2.905
2024-01-15 08:40:00,NODE_01,65.36,49.17,50.9,52.98,21.37,62.96,391.7,3196.0,24.3,11.973,3.021
2024-01-15 08:45:00,NODE_01,69.56,50.61,52.78,55.2,21.23,67.75,389.4,3292.0,25.84,11.997,3.043
2024-01-15 08:50:00,NODE_01,72.57,52.24,55.1,56.86,21.41,66.93,401.8,3360.0,27.19,12.027,3.104
2024-01-15 08:55:00,NODE_01,78.73,53.69,57.64,58.58,21.42,69.03,420.6,3483.0,27.13,11.986,3.114
2024-01-15 09:00:00,NODE_01,78.06,54.55,58.97,60.03,21.19,72.42,420.4,3626.0,28.74,11.94,3.107
2024-01-15 09:05:00,NODE_01,78.16,55.05,60.67,61.74,21.32,72.22,417.2,3747.0,30.07,11.941,3.11
2024-01-15 09:10:00,NODE_01,77.54,56.28,62.03,63.07,21.3,72.08,421.1,3826.0,30.43,11.992,3.128
2024-01-15 09:15:00,NODE_01,78.96,56.88,63.28,63.82,21.46,78.34,429.5,3983.0,30.5,11.975,3.16
2024-01-15 09:20:00,NODE_01,80.17,57.63,64.03,64.59,21.33,77.01,428.3,4092.0,34.52,12.009,3.149
2024-01-15 09:25:00,NODE_01,83.17,58.86,65.39,65.81,21.65,76.92,431.1,4151.0,34.51,12.093,3.173
2024-01-15 09:30:00,NODE_01,85.26,59.54,66.7,67.14,21.51,79.45,438.0,4264.0,34.48,12.062,3.167
2024-01-15 09:35:00,NODE_01,84.35,60.9,67.62,67.97,21.72,83.41,443.8,4344.0,33.98,11.935,3.221
2024-01-15 09:40:00,NODE_01,85.0,61.66,67.75,68.7,21.38,78.98,444.7,4440.0,35.75,11.952,3.175
2024-01-15 09:45:00,NODE_01,85.83,63.8,68.85,68.92,21.41,81.3,450.7,4581.0,38.26,12.028,3.21
2024-01-15 09:50:00,NODE_01,87.14,64.22,69.55,68.81,21.43,83.66,450.0,4635.0,38.07,12.022,3.172
2024-01-15 09:55:00,NODE_01,88.03,65.39,70.51,69.53,21.37,86.71,455.7,4721.0,36.88,12.026,3.222
2024-01-15 10:00:00,NODE_01,86.93,66.69,71.14,69.79,21.02,84.0,447.7,4755.0,38.87,11.968,3.189
2024-01-15 10:05:00,NODE_01,88.86,67.22,71.81,70.26,21.0,84.09,450.0,4833.0,37.74,11.972,3.203
2024-01-15 10:10:00,NODE_01,87.42,68.1,71.94,70.87,21.31,83.08,447.5,4934.0,38.81,11.999,3.179
2024-01-15 10:15:00,NODE_01,87.91,68.23,72.17,71.75,21.76,87.3,458.2,5024.0,41.32,11.999,3.209
2024-01-15 10:20:00,NODE_01,87.35,67.94,72.33,72.1,21.22,88.48,451.6,5081.0,41.54,12.014,3.254
2024-01-15 10:25:00,NODE_01,85.17,68.68,72.69,72.48,21.2,82.99,443.4,5120.0,41.56,11.984,3.131
2024-01-15 10:30:00,NODE_01,82.39,68.26,72.41,72.23,21.44,86.03,429.5,5187.0,41.45,11.981,3.183
2024-01-15 10:35:00,NODE_01,81.35,69.02,72.4,72.04,21.25,88.03,427.3,5193.0,39.27,11.949,3.119
2024-01-15 10:40:00,NODE_01,81.4,69.15,72.04,71.94,21.53,85.93,438.1,5255.0,43.48,11.968,3.19
2024-01-15 10:45:00,NODE_01,77.13,69.14,71.97,71.47,21.36,85.79,418.7,5223.0,42.81,12.016,3.088
2024-01-15 10:50:00,NODE_01,74.74,69.19,71.31,70.85,21.8,81.56,413.0,5280.0,40.7,11.93,3.1
2024-01-15 10:55:00,NODE_01,76.27,69.6,71.16,70.72,21.21,81.55,420.1,5261.0,42.61,11.99,3.122
2024-01-15 11:00:00,NODE_01,72.76,69.85,70.39,70.29,21.55,83.47,412.5,5272.0,42.39,12.051,3.09
2024-01-15 11:05:00,NODE_01,72.86,69.04,69.49,69.44,21.56,79.96,406.5,5316.0,40.67,12.008,3.074
2024-01-15 11:10:00,NODE_01,69.17,69.6,68.65,68.98,21.65,78.17,397.7,5286.0,41.59,11.988,3.078
2024-01-15 11:15:00,NODE_01,66.64,69.99,68.08,67.88,21.62,81.45,381.6,5305.0,42.0,11.992,3.026
2024-01-15 11:20:00,NODE_01,63.91,69.26,67.15,67.74,21.26,78.63,382.9,5263.0,41.31,12.004,3.082
2024-01-15 11:25:00,NODE_01,60.15,68.14,66.42,67.16,21.23,77.11,367.6,5270.0,42.97,11.953,2.948
2024-01-15 11:30:00,NODE_01,59.91,67.07,65.14,66.34,21.56,77.36,374.7,5245.0,40.96,11.926,2.959
2024-01-15 11:35:00,NODE_01,57.29,65.7,64.34,65.43,21.43,73.74,346.3,5182.0,41.32,12.025,2.935
2024-01-15 11:40:00,NODE_01,53.84,65.24,63.79,64.01,21.41,77.15,342.8,5125.0,40.16,12.033,2.982
2024-01-15 11:45:00,NODE_01,49.92,65.26,62.41,62.63,21.44,74.24,330.3,5033.0,39.95,11.999,2.889
2024-01-15 11:50:00,NODE_01,46.54,63.42,61.12,61.01,21.57,74.15,318.7,4943.0,40.51,12.013,2.911
2024-01-15 11:55:00,NODE_01,42.6,62.44,59.33,59.97,21.35,73.43,320.2,4885.0,37.94,11.988,2.846
2024-01-15 12:00:00,NODE_01,40.43,60.8,57.86,58.55,21.49,65.9,302.3,4786.0,37.84,11.98,2.838
2024-01-15 12:05:00,NODE_01,40.97,60.22,56.6,57.76,21.55,65.16,312.5,4677.0,37.73,11.956,2.838
2024-01-15 12:10:00,NODE_01,39.89,58.52,55.54,56.43,21.13,69.36,297.1,4573.0,37.39,12.119,2.805
2024-01-15 12:15:00,NODE_01,40.88,57.89,54.59,55.56,20.88,67.43,299.0,4473.0,34.25,12.05,2.839
2024-01-15 12:20:00,NODE_01,37.79,57.66,54.02,54.09,21.26,65.06,293.2,4450.0,35.95,11.947,2.842
2024-01-15 12:25:00,NODE_01,35.66,57.07,53.03,53.19,21.46,65.46,286.8,4400.0,33.82,11.9,2.75
2024-01-15 12:30:00,NODE_01,36.19,55.84,52.86,52.04,21.44,61.65,295.6,4266.0,35.95,12.071,2.816
2024-01-15 12:35:00,NODE_01,37.16,55.52,52.12,51.69,21.32,63.72,293.1,4175.0,35.02,11.951,2.756
2024-01-15 12:40:00,NODE_01,38.7,55.0,51.52,51.08,21.72,62.35,304.1,4129.0,32.74,11.93,2.859
2024-01-15 12:45:00,NODE_01,46.11,54.26,52.03,51.57,21.28,62.71,320.6,4044.0,32.21,11.93,2.811
2024-01-15 12:50:00,NODE_01,47.5,54.13,52.73,52.39,21.46,62.1,329.5,3970.0,32.96,11.953,2.888
2024-01-15 12:55:00,NODE_01,48.43,54.47,52.94,52.21,21.67,65.58,329.2,3923.0,32.04,11.993,2.818
2024-01-15 13:00:00,NODE_01,49.86,54.22,53.44,52.77,21.31,61.98,328.3,3923.0,31.3,12.028,2.924
2024-01-15 13:05:00,NODE_01,51.23,54.18,53.74,53.36,21.35,64.58,342.6,3923.0,31.29,11.977,2.876
2024-01-15 13:10:00,NODE_01,51.68,54.4,54.25,54.3,21.11,67.85,342.2,3922.0,28.89,12.001,2.939
2024-01-15 13:15:00,NODE_01,48.86,54.39,54.24,54.11,20.89,65.43,329.1,3960.0,32.93,11.953,2.857
2024-01-15 13:20:00,NODE_01,47.72,54.02,54.35,54.0,21.27,64.71,324.4,3926.0,32.4,11.996,2.87
2024-01-15 13:25:00,NODE_01,47.26,55.17,54.34,54.41,21.37,67.29,317.0,3948.0,31.34,12.033,2.853
2024-01-15 13:30:00,NODE_01,44.14,54.89,54.24,53.76,20.95,64.77,316.6,3952.0,33.22,11.952,2.844
2024-01-15 13:35:00,NODE_01,39.25,54.75,53.8,53.46,21.34,62.3,298.0,3961.0,32.34,12.091,2.822
2024-01-15 13:40:00,NODE_01,36.81,54.87,53.31,52.36,21.73,62.03,298.6,3924.0,32.58,12.029,2.743
2024-01-15 13:45:00,NODE_01,32.39,54.03,52.88,51.81,21.41,61.9,282.2,3941.0,30.31,11.993,2.751
2024-01-15 13:50:00,NODE_01,30.13,54.0,51.54,50.48,21.25,62.59,280.3,3897.0,32.47,12.046,2.724
2024-01-15 13:55:00,NODE_01,31.04,53.56,50.2,49.88,21.25,63.0,269.6,3828.0,30.79,11.952,2.748
2024-01-15 14:00:00,NODE_01,28.82,53.31,49.42,48.79,21.54,57.12,265.3,3765.0,29.11,11.966,2.771
2024-01-15 14:05:00,NODE_01,28.63,51.84,48.95,48.29,21.26,59.59,270.0,3741.0,29.67,11.997,2.746
2024-01-15 14:10:00,NODE_01,29.31,51.18,48.58,48.07,21.45,57.44,268.9,3788.0,31.38,12.026,2.655
2024-01-15 14:15:00,NODE_01,27.64,49.95,47.82,47.91,20.88,60.95,265.1,3782.0,28.89,12.001,2.747
2024-01-15 14:20:00,NODE_01,30.63,50.47,47.5,48.2,21.25,58.77,267.9,3690.0,30.06,12.005,2.741
2024-01-15 14:25:00,NODE_01,30.6,50.08,47.88,47.91,21.3,55.65,276.5,3641.0,27.79,11.994,2.745
2024-01-15 14:30:00,NODE_01,29.69,50.13,47.39,47.46,21.69,58.79,269.5,3591.0,28.5,11.976,2.729
2024-01-15 14:35:00,NODE_01,26.83,49.05,46.63,47.26,21.44,57.25,261.5,3586.0,28.61,12.086,2.734
2024-01-15 14:40:00,NODE_01,25.12,48.76,46.16,46.22,21.41,56.2,254.5,3515.0,27.16,11.992,2.708
2024-01-15 14:45:00,NODE_01,23.05,48.82,45.05,45.64,21.57,56.33,251.1,3451.0,27.28,12.016,2.728
2024-01-15 14:50:00,NODE_01,23.18,48.21,44.31,45.03,21.24,55.68,247.7,3446.0,28.06,11.972,2.722
2024-01-15 14:55:00,NODE_01,24.43,48.37,44.01,44.47,21.75,56.67,250.3,3401.0,26.62,11.988,2.723
2024-01-15 15:00:00,NODE_01,26.36,48.53,44.28,43.71,21.75,56.27,268.0,3383.0,24.86,12.008,2.706
2024-01-15 15:05:00,NODE_01,24.06,47.75,43.33,43.19,21.69,54.15,251.1,3328.0,28.08,11.972,2.73
2024-01-15 15:10:00,NODE_01,22.35,47.46,42.81,42.94,21.25,52.07,251.5,3282.0,24.47,11.999,2.686
2024-01-15 15:15:00,NODE_01,22.87,47.32,42.17,43.49,21.24,53.05,250.0,3273.0,25.57,11.978,2.659
2024-01-15 15:20:00,NODE_01,22.5,46.6,41.89,42.97,21.78,51.07,252.8,3209.0,24.36,11.938,2.66
2024-01-15 15:25:00,NODE_01,24.24,46.71,41.67,43.16,21.34,49.43,253.1,3132.0,23.13,12.107,2.717
2024-01-15 15:30:00,NODE_01,22.68,46.65,40.88,42.69,21.36,51.19,258.9,3099.0,24.13,12.025,2.642
2024-01-15 15:35:00,NODE_01,23.47,45.93,40.79,42.68,21.14,53.68,256.7,3019.0,24.4,12.053,2.713
2024-01-15 15:40:00,NODE_01,20.61,46.31,40.43,42.37,21.19,51.49,239.0,2970.0,25.7,12.03,2.641
2024-01-15 15:45:00,NODE_01,20.41,46.49,40.37,42.07,21.22,49.52,234.9,2960.0,24.16,12.083,2.66
2024-01-15 15:50:00,NODE_01,18.53,46.85,40.42,41.53,21.32,49.95,236.7,2925.0,23.17,11.997,2.648
2024-01-15 15:55:00,NODE_01,19.59,45.38,40.75,40.52,21.55,48.81,234.0,2937.0,23.24,11.997,2.615
2024-01-15 16:00:00,NODE_01,19.24,44.44,40.35,40.07,21.29,47.89,244.0,2892.0,24.45,12.074,2.675
2024-01-15 16:05:00,NODE_01,20.52,44.58,40.21,40.15,21.36,52.17,248.3,2909.0,21.67,12.04,2.684
2024-01-15 16:10:00,NODE_01,18.82,43.41,40.16,40.26,21.34,50.26,239.0,2959.0,24.83,12.016,2.58
2024-01-15 16:15:00,NODE_01,16.52,42.96,40.42,39.59,21.28,50.75,228.4,2940.0,21.85,11.957,2.589
2024-01-15 16:20:00,NODE_01,15.29,42.51,39.82,39.28,21.54,50.45,227.6,2970.0,24.27,11.988,2.609
2024-01-15 16:25:00,NODE_01,15.31,42.18,39.64,39.48,21.16,50.28,221.3,2950.0,23.4,11.984,2.621
2024-01-15 16:30:00,NODE_01,14.41,41.87,38.81,38.94,21.57,47.27,235.3,2900.0,25.53,12.04,2.651
2024-01-15 16:35:00,NODE_01,13.04,41.75,38.45,38.56,21.4,51.0,222.8,2867.0,24.43,11.886,2.571
2024-01-15 16:40:00,NODE_01,12.49,42.12,37.93,38.49,21.58,46.56,220.3,2829.0,22.05,11.968,2.634
2024-01-15 16:45:00,NODE_01,14.52,42.39,38.07,38.47,21.75,45.25,228.4,2767.0,23.49,12.003,2.594
2024-01-15 16:50:00,NODE_01,14.7,41.8,38.05,38.84,21.38,47.91,222.5,2731.0,22.47,12.009,2.635
2024-01-15 16:55:00,NODE_01,15.37,42.06,37.8,38.93,21.45,50.28,229.1,2652.0,20.42,12.038,2.631
2024-01-15 17:00:00,NODE_01,24.19,41.7,38.31,39.4,21.37,49.56,249.4,2617.0,21.61,11.946,2.677
2024-01-15 17:05:00,NODE_01,32.62,42.28,39.41,40.47,21.76,48.88,272.4,2594.0,21.67,12.029,2.757
2024-01-15 17:10:00,NODE_01,38.03,43.35,40.77,41.8,21.35,54.16,296.2,2590.0,21.78,12.084,2.78
2024-01-15 17:15:00,NODE_01,45.35,44.54,42.55,43.19,21.18,51.45,317.8,2648.0,20.65,12.02,2.891
2024-01-15 17:20:00,NODE_01,53.35,44.43,44.95,45.63,21.79,56.2,345.7,2712.0,21.93,11.915,2.891
2024-01-15 17:25:00,NODE_01,60.12,45.01,47.09,48.63,21.02,57.48,364.8,2766.0,23.09,11.962,2.935
2024-01-15 17:30:00,NODE_01,61.52,46.44,49.61,50.84,21.06,61.26,375.3,2854.0,22.89,12.053,3.001
2024-01-15 17:35:00,NODE_01,66.49,48.79,51.9,52.4,21.56,62.65,376.7,3008.0,24.45,11.94,3.034
2024-01-15 17:40:00,NODE_01,69.35,49.78,54.34,53.82,21.22,65.81,403.2,3150.0,25.44,11.972,3.076
2024-01-15 17:45:00,NODE_01,73.05,51.09,56.03,55.88,21.36,71.45,408.8,3273.0,24.23,12.119,3.097
